연번,쉘터 ID,정류소ID,법정동명,도로명 주소,지번 주소,온열체어 유무,에어커튼 유무,조명등 유무,공공와이파이 유무,비상벨 유무
251,20220251,357001139,청통면,경상북도 영천시 청통면 청통로 280,경상북도 영천시 청통면 우천리 998-4,N,N,N,N,N
252,20220252,357001140,청통면,경상북도 영천시 청통면 청통로 376,경상북도 영천시 청통면 보성리 186-1,N,N,N,N,N
253,20220253,357001141,청통면,경상북도 영천시 청통면 청통로 414,경상북도 영천시 청통면 보성리 804,N,N,N,N,N
254,20220254,357001142,청통면,경상북도 영천시 청통면 청통로 450,,N,N,N,N,N
255,20220255,357001143,청통면,경상북도 영천시 청통면 청통로 486,경상북도 영천시 청통면 보성리 659-5,N,N,N,N,N
256,20220256,357001144,청통면,,경상북도 영천시 청통면 신학리 223-1,N,N,N,N,N
257,20220257,357001145,청통면,,경상북도 영천시 청통면 신학리 236-2,N,N,N,N,N
258,20220258,357001187,청통면,경상북도 영천시 청통면 청통로 625,경상북도 영천시 청통면 신학리 162-3,N,N,N,N,N
259,20220259,357001188,청통면,경상북도 영천시 청통면 청통로 601,,N,N,Y,N,N
260,20220260,357001189,청통면,경상북도 영천시 청통면 청통로 485,경상북도 영천시 청통면 보성리 665-3,N,N,Y,N,N
261,20220261,357001190,청통면,경상북도 영천시 청통면 청통로 447,경상북도 영천시 청통면 보성리 525-2,N,N,N,N,N
262,20220262,357001191,청통면,경상북도 영천시 청통면 청통로,경상북도 영천시 청통면 보성리 659,N,N,N,N,N
263,20220263,357001192,청통면,경상북도 영천시 청통면 청통로 375,경상북도 영천시 청통면 보성리 181-2,N,N,N,N,N
264,20220264,357001193,청통면,경상북도 영천시 청통면 청통로 283,경상북도 영천시 청통면 우천리 1032-2,N,N,N,N,N
265,20220265,357001195,청통면,경상북도 영천시 청통면 월평길 1,경상북도 영천시 청통면 우천리 1103-3,N,N,N,N,N
266,20220266,357001196,청통면,경상북도 영천시 청통면 사일로 545,경상북도 영천시 청통면 우천리 1197-2,N,N,N,N,N
267,20220267,357001197,청통면,경상북도 영천시 청통면 사일로 489,,N,N,N,N,N
268,20220268,357001198,청통면,경상북도 영천시 청통면 사일로 437,경상북도 영천시 청통면 신덕리 198-2,N,N,N,N,N
269,20220269,357001199,청통면,경상북도 영천시 청통면 사일로 373,경상북도 영천시 청통면 대평리 690-2,N,N,N,N,N
270,20220270,357001690,청통면,경상북도 영천시 청통면 사일로 273,사일로 273,N,N,N,N,N
271,20220271,357001201,청통면,,경상북도 영천시 청통면 대평리 1019-8,N,N,N,N,N
272,20220272,357001202,청통면,경상북도 영천시 청통면 사일로 140,경상북도 영천시 청통면 대평리 산59-2,N,N,N,N,N
273,20220273,357001203,청통면,경상북도 영천시 청통면 사일로 121,경상북도 영천시 청통면 대평리 1114-13,N,N,N,N,N
274,20220274,357001485,금호읍,경상북도 영천시 금호읍 교대길 11,경상북도 영천시 금호읍 교대리 212-2,N,N,N,N,N
275,20220275,357001595,청통면,경상북도 영천시 청통면 청통초등길 11,경상북도 영천시 청통면 치일리 10-6,N,N,N,N,N
276,20220276,357001594,청통면,,경상북도 영천시 청통면 치일리 578,N,N,N,N,N
277,20220277,357001112,청통면,경상북도 영천시 청통면 금송로 1054-46,,N,N,Y,N,N
278,20220278,357001583,청통면,,경상북도 영천시 청통면 계포리 70-2,N,N,N,N,N
279,20220279,357001110,청통면,,경상북도 영천시 청통면 계지리 859-7,N,N,N,N,N
280,20220280,357001111,청통면,경상북도 영천시 청통면 용내길 109,,N,N,N,N,N
281,20220281,357001122,화산면,경상북도 영천시 화산면 장수로 1093,경상북도 영천시 화산면 용평리 64-2,Y,N,Y,N,N
282,20220282,357001123,화산면,경상북도 영천시 화산면 장수로 1057,경상북도 영천시 화산면 연계리 744-3,N,N,N,N,N
283,20220283,357001124,화산면,경상북도 영천시 화산면 장수로 991,경상북도 영천시 화산면 유성리 1351-2,Y,N,N,Y,N
284,20220284,357001125,화산면,경상북도 영천시 화산면 장수로 955,경상북도 영천시 화산면 유성리 1444-1,Y,N,N,N,N
285,20220285,357001126,화산면,경상북도 영천시 화산면 장수로 929,경상북도 영천시 화산면 유성리 500-1,Y,Y,Y,N,N
286,20220286,357001127,화산면,경상북도 영천시 화산면 장수로 875,경상북도 영천시 화산면 유성리 257-2,N,N,N,N,N
287,20220287,357001128,화산면,,경상북도 영천시 화산면 유성리 275-2,N,N,N,N,N
288,20220288,357001702,화산면,,경상북도 영천시 화산면 당곡리 654-8,N,N,N,N,N
289,20220289,357001129,화산면,경상북도 영천시 화산면 장수로 833,경상북도 영천시 화산면 당곡리 388-5,N,N,Y,N,N
290,20220290,357001600,화산면,,경상북도 영천시 화산면 당곡리 431,N,N,N,N,N
291,20220291,357001691,화산면,,경상북도 영천시 화산면 당곡리 215-3,N,N,N,N,N
292,20220292,357001692,화산면,,경상북도 영천시 화산면 유성리 178-6,N,N,N,N,N
293,20220293,357001693,화산면,,경상북도 영천시 화산면 유성리 200-10,N,N,N,N,N
294,20220294,357001694,화산면,,경상북도 영천시 화산면 유성리 698-1,N,N,N,N,N
295,20220295,357001695,화산면,,경상북도 영천시 화산면 유성리 695,N,N,N,N,N
296,20220296,357001696,화산면,,경상북도 영천시 화산면 유성리 1220-3,N,N,N,N,N
297,20220297,357001698,화산면,,경상북도 영천시 화산면 연유길 66-34,N,N,N,N,N
298,20220298,357001699,화산면,,경상북도 영천시 화산면 연계리 216-2,N,N,N,N,N
299,20220299,357001700,화산면,,경상북도 영천시 화산면 연계리 242-1,N,N,N,N,N
300,20220300,357001701,화산면,경상북도 영천시 화산면 연유길 19,경상북도 영천시 화산면 유성리 1456,N,N,N,N,N
301,20220301,357001727,화산면,경상북도 영천시 화산면 연유길 14,경상북도 영천시 화산면 유성리 1317-2,Y,N,N,N,N
302,20220302,357001728,화산면,,경상북도 영천시 화산면 연계리 241,N,N,N,N,N
303,20220303,357001729,화산면,경상북도 영천시 화산면 연유길 44,경상북도 영천시 화산면 연계리 231-2,N,N,N,N,N
304,20220304,357001730,화산면,경상북도 영천시 화산면 연유길 66-34,경상북도 영천시 화산면 연계리 219-1,N,N,N,N,N
305,20220305,357001697,화산면,경상북도 영천시 화산면 연지길 120,경상북도 영천시 화산면 연계리 710,N,N,N,N,N
306,20220306,357001731,화산면,,경상북도 영천시 화산면 연계리 223-2,N,N,N,N,N
307,20220307,357001733,화산면,,경상북도 영천시 화산면 유성리 698-1,N,N,N,N,N
308,20220308,357001734,화산면,경상북도 영천시 화산면 화산공단길 41,경상북도 영천시 화산면 유성리 200-1,N,N,N,N,N
309,20220309,357001735,화산면,,경상북도 영천시 화산면 유성리 179-1,N,N,N,N,N
310,20220310,357001599,화산면,,경상북도 영천시 화산면 당곡리 215-3,N,N,N,N,N
311,20220311,357000987,화산면,경상북도 영천시 화산면 장수로 834,경상북도 영천시 화산면 당곡리 388-4,N,N,N,N,N
312,20220312,357000988,화산면,경상북도 영천시 화산면 장수로 856,경상북도 영천시 화산면 유성리 1413-5,N,N,N,N,N
313,20220313,357000989,화산면,경상북도 영천시 화산면 장수로 876,경상북도 영천시 화산면 유성리 200-5,N,N,Y,N,N
314,20220314,357000990,화산면,경상북도 영천시 화산면 장수로 930,경상북도 영천시 화산면 유성리 599-1,Y,Y,Y,N,N
315,20220315,357000991,화산면,경상북도 영천시 화산면 장수로 956,경상북도 영천시 화산면 유성리 1444-1,Y,N,N,N,N
316,20220316,357000992,화산면,경상북도 영천시 화산면 장수로 990,경상북도 영천시 화산면 유성리 1456,Y,N,Y,N,N
317,20220317,357000993,화산면,경상북도 영천시 화산면 장수로 1058,경상북도 영천시 화산면 연계리 315-3,N,N,N,N,N
318,20220318,357000994,화산면,경상북도 영천시 화산면 장수로 1094,경상북도 영천시 화산면 연계리 744-3,N,N,N,N,N
319,20220319,357001113,청통면,경상북도 영천시 청통면 금송로 1166,경상북도 영천시 청통면 계포리 20-2,N,N,N,N,N
320,20220320,357001091,청통면,경상북도 영천시 청통면 금송로 1222,경상북도 영천시 청통면 계지리 948-45,N,N,N,N,N
321,20220321,357001092,청통면,,경상북도 영천시 청통면 계포리 406-36,N,N,N,N,N
322,20220322,357001090,청통면,,경상북도 영천시 청통면 계지리 948-45,N,N,N,N,N
323,20220323,357001093,청통면,경상북도 영천시 청통면 거조길 12,경상북도 영천시 청통면 계지리 948-64,N,N,N,N,N
324,20220324,357001089,청통면,경상북도 영천시 청통면 거조길 11,경상북도 영천시 청통면 계지리 948-64,N,N,N,N,N
325,20220325,357001094,청통면,경상북도 영천시 청통면 거조길 66,경상북도 영천시 청통면 계지리 780-1,N,N,N,N,N
326,20220326,357001088,청통면,경상북도 영천시 청통면 거조길 65,경상북도 영천시 청통면 계지리 780-2,N,N,N,N,N
327,20220327,357001095,청통면,경상북도 영천시 청통면 계지리 947-3,경상북도 영천시 청통면 계지리 947-3,N,N,N,N,N
328,20220328,357001087,청통면,경상북도 영천시 청통면 거조길107,,N,N,N,N,N
329,20220329,357001096,청통면,경상북도 영천시 청통면 거조길 152,경상북도 영천시 청통면 신원리 57,N,N,N,N,N
330,20220330,357001086,청통면,경상북도 영천시 청통면 거조길 151,경상북도 영천시 청통면 신원리 57-1,N,N,N,N,N
331,20220331,357001097,청통면,경상북도 영천시 청통면 거조길 190,경상북도 영천시 청통면 신원리 798,N,N,N,N,N
332,20220332,357001085,청통면,경상북도 영천시 청통면 거조길 191,경상북도 영천시 청통면 신원리 796-20,N,N,N,N,N
333,20220333,357001098,청통면,경상북도 영천시 청통면 거조길 258-1,,N,N,N,N,N
334,20220334,357001084,청통면,경상북도 영천시 청통면 거조길 257,경상북도 영천시 청통면 신원리 801,N,N,N,N,N
335,20220335,357001079,청통면,경상북도 영천시 청통면 거조길 326,경상북도 영천시 청통면 신원리 422-3,N,N,N,N,N
336,20220336,357001083,청통면,,경상북도 영천시 청통면 신원리 421-3,N,N,N,N,N
337,20220337,357001080,청통면,경상북도 영천시 청통면 거조길 400-2,경상북도 영천시 청통면 신원리 549,N,N,N,N,N
338,20220338,357001082,청통면,경상북도 영천시 청통면 거조길 400-1,경상북도 영천시 청통면 신원리 549-2,N,N,N,N,N
339,20220339,357001081,청통면,,경상북도 영천시 청통면 신원리 601-2,N,N,N,N,N
340,20220340,357001689,청통면,경상북도 영천시 청통면 신원길 64,경상북도 영천시 청통면 신원리 234-1,N,N,N,N,N
341,20220341,357001078,청통면,경상북도 영천시 청통면 신원길 59,경상북도 영천시 청통면 신원리 241,N,N,N,N,N
342,20220342,357001588,신녕면,,경상북도 영천시 신녕면 완전리 545-5,N,N,N,N,N
343,20220343,357001589,신녕면,,경상북도 영천시 신녕면 매양리 산 179,N,N,N,N,N
344,20220344,357001587,신녕면,,경상북도 영천시 신녕면 완전리 876,N,N,N,N,N
345,20220345,357001586,신녕면,경상북도 영천시 신녕면 구디티길 6,경상북도 영천시 신녕면 완전리 876,N,N,N,N,N
346,20220346,357001101,신녕면,경상북도 영천시 신녕면 장수로 1629,경상북도 영천시 신녕면 완전리 871-1,Y,Y,Y,N,N
347,20220347,357001102,신녕면,경상북도 영천시 신녕면 장수로 1589,경상북도 영천시 신녕면 완전리 606-2,N,N,N,N,N
348,20220348,357001103,신녕면,경상북도 영천시 신녕면 금송로 1385,,N,N,Y,N,N
349,20220349,357001104,청통면,경상북도 영천시 청통면 금송로 1291,,N,N,N,N,N
350,20220350,357001105,청통면,경상북도 영천시 청통면 금송로 1233,경상북도 영천시 청통면 계지리 714-3,N,N,N,N,N
351,20220351,357001106,청통면,경상북도 영천시 청통면 금송로 1165,경상북도 영천시 청통면 계포리 20-2,N,N,N,N,N
352,20220352,357001114,청통면,경상북도 영천시 청통면 금송로 1234,경상북도 영천시 청통면 계지리 426-1,N,N,N,N,N
353,20220353,357001115,청통면,경상북도 영천시 청통면 금송로 1292,,N,N,N,N,N
354,20220354,357001116,신녕면,경상북도 영천시 신녕면 금송로 1384,경상북도 영천시 신녕면 신덕리 749-1,N,N,Y,N,N
355,20220355,357001001,신녕면,경상북도 영천시 신녕면 장수로 1586,경상북도 영천시 신녕면 완전리 971-2,N,N,N,N,N
356,20220356,357001002,신녕면,경상북도 영천시 신녕면 장수로 1626,경상북도 영천시 신녕면 완전리 871-1,N,N,N,N,N
357,20220357,357001003,신녕면,경상북도 영천시 신녕면 장수로 1670,경상북도 영천시 신녕면 완전리 847,N,N,N,N,N
358,20220358,357001005,신녕면,,경상북도 영천시 신녕면 화성리 897-2,N,N,N,N,N
359,20220359,357001006,신녕면,경상북도 영천시 신녕면 화성중앙길 30,경상북도 영천시 신녕면 화성리 420-1,N,N,N,N,N
360,20220360,357001013,신녕면,,경상북도 영천시 신녕면 화성리 420-1,N,N,N,N,N
361,20220361,357001007,신녕면,경상북도 영천시 신녕면 신화로 200,경상북도 영천시 신녕면 연정리 592-4,N,N,Y,N,N
362,20220362,357001012,신녕면,경상북도 영천시 신녕면 신화로 199,경상북도 영천시 신녕면 연정리 630,N,N,N,N,N
363,20220363,357001011,화산면,,경상북도 영천시 화산면 대안리 1404,N,N,N,N,N
364,20220364,357001008,신녕면,,경상북도 영천시 신녕면 연정리 422,N,N,N,N,N
365,20220365,357001010,신녕면,,경상북도 영천시 신녕면 연정리 1041,N,N,N,N,N
366,20220366,357001009,신녕면,경상북도 영천시 신녕면 연정큰길 57,경상북도 영천시 신녕면 연정리 343,N,N,N,N,N
367,20220367,357001014,신녕면,,경상북도 영천시 신녕면 화남리 37-2,N,N,N,N,N
368,20220368,357001015,신녕면,,경상북도 영천시 신녕면 화남리 264-3,N,N,N,N,N
369,20220369,357001017,신녕면,,경상북도 영천시 신녕면 화남리 1491-1,N,N,N,N,N
370,20220370,357001018,신녕면,,경상북도 영천시 신녕면 화남리 861-2,N,N,N,N,N
371,20220371,357001019,신녕면,경상북도 영천시 신녕면 장수로 2148,,N,N,Y,N,N
372,20220372,357001041,신녕면,,경상북도 영천시 신녕면 화남리 663,N,N,N,N,N
373,20220373,357001020,신녕면,,경상북도 영천시 신녕면 화서리 138,N,N,N,N,N
374,20220374,357001021,신녕면,,경상북도 영천시 신녕면 화서리 산 277,N,N,N,N,N
375,20220375,357001022,신녕면,,경상북도 영천시 신녕면 화서리 919-1,N,N,N,N,N
376,20220376,357001035,신녕면,경상북도 영천시 신녕면 갑티로 126,경상북도 영천시 신녕면 화서리 860-2,N,N,N,N,N
377,20220377,357001036,신녕면,,경상북도 영천시 신녕면 화서리 657-1,N,N,N,N,N
378,20220378,357001039,신녕면,경상북도 영천시 신녕면 갑티로 176,,N,N,N,N,N
379,20220379,357001040,신녕면,경상북도 영천시 신녕면 갑티로 266,,N,N,N,N,N
380,20220380,357001042,신녕면,,경상북도 영천시 신녕면 화남리 837-2,N,N,N,N,N
381,20220381,357001043,신녕면,경상북도 영천시 신녕면 장수로 2097,,N,N,N,N,N
382,20220382,357001044,신녕면,경상북도 영천시 신녕면 장수로 2045,경상북도 영천시 신녕면 화남리 919-8,N,N,N,N,N
383,20220383,357001046,신녕면,경상북도 영천시 신녕면 장수로 2015,경상북도 영천시 신녕면 화남리 264-3,N,N,N,N,N
384,20220384,357001047,신녕면,경상북도 영천시 신녕면 장수로 1897,,N,N,N,N,N
